"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000170381.14",564.877556367106,-3.02709987423471,0.474001314495512,-6.38626894411991,1.69981947094249e-10,4.71433023317915e-09
"ENSG00000107130.10",5835.85929171723,-2.41718447392422,0.378630674575631,-6.384016500072,1.72502491648024e-10,4.77654407339859e-09
"ENSG00000126524.10",4176.18994280227,-1.31283084050043,0.205686731205796,-6.3826715160683,1.74024939148168e-10,4.81096553282327e-09
"ENSG00000068383.19",1967.14599135501,-1.62820533570364,0.255215123804114,-6.37973687230754,1.77392508834826e-10,4.89620381356122e-09
"ENSG00000271888.1",21.5714939837534,2.24477470106805,0.351959016688334,6.37794343838572,1.7948177129496e-10,4.94594327522096e-09
"ENSG00000100625.9",474.582182176454,2.15839213453641,0.338513759823758,6.37608390175969,1.81673423862018e-10,4.99834086130278e-09
"ENSG00000166979.13",1231.06172304042,-2.03907731516366,0.319828745686469,-6.37552859980444,1.82332958405653e-10,5.00848571390838e-09
"ENSG00000154429.11",633.241742637726,1.46331429568611,0.229548118951131,6.3747605616304,1.83249017323883e-10,5.02563347988731e-09
"ENSG00000163072.16",313.697757660617,-1.51516456834855,0.237714263951938,-6.37388999363914,1.8429280380281e-10,5.04622410158316e-09
"ENSG00000169994.18",76.4465219584985,-2.43565846896369,0.382243978651017,-6.37199957356925,1.86579405725949e-10,5.10072556320321e-09
"ENSG00000259319.1",63.9658852772288,-1.72984073476111,0.271721784803138,-6.36622027201235,1.93743142777552e-10,5.28817456110584e-09
"ENSG00000173208.4",98.5253836786979,-2.75872749665316,0.433513433457578,-6.36364939063214,1.97015584635655e-10,5.36898641484159e-09
"ENSG00000143727.16",3092.04589308029,0.710510664652347,0.111660003618821,6.36316175555442,1.97642352955369e-10,5.37755804889465e-09
"ENSG00000111341.10",10728.5749893361,-2.65953201134393,0.417976871320676,-6.36286884233723,1.9801977692983e-10,5.37932905057169e-09
"ENSG00000275437.1",30.6203615002732,2.3711700175889,0.372741852360383,6.36142682280914,1.99888134918222e-10,5.42153283101817e-09
"ENSG00000174348.14",3190.07274063753,-2.60426985043028,0.410226813943031,-6.34836573796452,2.17614236730516e-10,5.89303458995231e-09
"ENSG00000119865.9",659.525470480583,-1.95434334902178,0.307875981795138,-6.34782660741041,2.1837800941262e-10,5.90443399703856e-09
"ENSG00000248309.7",59.6378008209192,-2.95706873548709,0.465998288812829,-6.34566436503549,2.2146760073091e-10,5.97858383603206e-09
"ENSG00000036672.16",287.912510361817,-2.47032812405736,0.389637091581668,-6.34007433437477,2.29654330666236e-10,6.18988503452987e-09
"ENSG00000143632.14",100.456285227969,-3.45556691429885,0.545183121394933,-6.33836004580857,2.32223647795974e-10,6.24935607185948e-09
"ENSG00000146122.17",793.83627811789,-2.48815021738391,0.392608600030511,-6.33748271736928,2.33549397571027e-10,6.27522819713853e-09
"ENSG00000162804.14",560.545444133129,-1.90912179079459,0.301337657100835,-6.33549025754772,2.36587765251909e-10,6.34696430051966e-09
"ENSG00000163132.8",393.829622168154,-2.06612249325144,0.326154406747566,-6.33479864293404,2.376514310759e-10,6.36558413284637e-09
"ENSG00000185418.16",555.976806171872,-1.09914867391531,0.17358402083736,-6.33208442005824,2.41871077558158e-10,6.46854901985118e-09
"ENSG00000197702.14",8432.2754674001,-2.07829974883761,0.328337773138993,-6.32976135815425,2.45540656991689e-10,6.5565065664618e-09
"ENSG00000114859.16",245.509743168603,1.39475838674833,0.220477092133677,6.32609208172377,2.51447801693631e-10,6.69877721006655e-09
"ENSG00000162772.17",19363.4893945455,-2.79009476569148,0.441054056246883,-6.32597008501313,2.51646568827327e-10,6.69877721006655e-09
"ENSG00000169126.16",81.5885119982758,-3.33351649816575,0.526984555011594,-6.32564363882053,2.52179196998108e-10,6.70259615725064e-09
"ENSG00000165457.14",724.625976201229,-2.24705103476338,0.355302446096627,-6.32433314053874,2.54328504382302e-10,6.74930636514082e-09
"ENSG00000247373.3",71.7155808623268,1.49574623378681,0.23666323962362,6.3201460276027,2.61316248209080e-10,6.92407652754612e-09
"ENSG00000115364.14",1821.81755802746,0.822979112971019,0.130243143178299,6.31879032468054,2.63618663118981e-10,6.96365680199111e-09
"ENSG00000196843.17",3147.56513930646,-2.35777016756821,0.373126380114767,-6.31895865106884,2.63331717701241e-10,6.96365680199111e-09
"ENSG00000136011.15",46.870483322787,-3.062481410978,0.484953139847431,-6.31500481044719,2.70153072804556e-10,7.12533900905492e-09
"ENSG00000171791.14",931.190640365512,-1.3650512461631,0.216345533859196,-6.30958828598476,2.79778733102654e-10,7.35668567973588e-09
"ENSG00000258498.8",223.909061137679,-2.5251048078376,0.400188100156432,-6.30979483610468,2.79405607966147e-10,7.35668567973588e-09
"ENSG00000196182.11",3856.84147520623,-1.39334723227311,0.22088859679855,-6.30791834647691,2.82813340910769e-10,7.42514355260088e-09
"ENSG00000162222.14",687.605435185831,0.708044267270156,0.112293031493557,6.30532685646464,2.87586336051811e-10,7.53896417933082e-09
"ENSG00000169554.22",2373.33335520054,-2.00285484037743,0.317734176666001,-6.30355494455609,2.90895022135301e-10,7.6141108909366e-09
"ENSG00000005249.13",1146.75337818201,-1.92864909365143,0.306171387307794,-6.29924667556398,2.99095681266457e-10,7.8050377552306e-09
"ENSG00000170779.11",839.431192023957,1.52990059114031,0.242863885845171,6.29941576458034,2.98769610993102e-10,7.8050377552306e-09
"ENSG00000156876.10",322.445775788238,1.39863396473358,0.222129171783531,6.29648935123466,3.04462185622664e-10,7.93305933884893e-09
"ENSG00000182272.12",722.319803849274,3.35563048607366,0.53299138338941,6.29584378031491,3.05732161919671e-10,7.95411635157477e-09
"ENSG00000171357.6",48.4161314944664,-1.84105973658883,0.292635882428733,-6.29129866545737,3.14820947926031e-10,8.17822200019611e-09
"ENSG00000174282.12",6440.26552759808,-1.33236824672397,0.211941993761728,-6.28647595068802,3.24753297423051e-10,8.42353319505603e-09
"ENSG00000153044.10",461.256488694543,1.41351313763301,0.224913518128036,6.28469622189777,3.28495387614704e-10,8.50778355020758e-09
"ENSG00000173546.7",4252.87235453244,-2.682402519022,0.426874333365375,-6.28382244927818,3.30347974377302e-10,8.54291766171213e-09
"ENSG00000105613.10",163.435314435911,3.2257607234565,0.513493314335351,6.28199167039171,3.34262760875396e-10,8.61838314615529e-09
"ENSG00000254389.3",46.7908159637483,2.04807238225473,0.32602288049061,6.28198971548475,3.34266965199543e-10,8.61838314615529e-09
"ENSG00000130522.6",13740.637432482,-1.74974013257858,0.278584883688766,-6.28081505862815,3.3680260195015e-10,8.67077909325476e-09
"ENSG00000159200.18",8032.17454917071,-2.65602447924386,0.422969221038631,-6.27947459799038,3.3971909284249e-10,8.7328088597406e-09
"ENSG00000230479.1",30.7250056644906,2.33911569365224,0.372664157634757,6.27673911142476,3.4574750073792e-10,8.87452936692876e-09
"ENSG00000259363.6",44.5295864862153,-2.65030881573967,0.422382202061286,-6.27466972520571,3.50377239349104e-10,8.96663773151504e-09
"ENSG00000271943.2",84.8822642870212,-1.62720044653622,0.259320344796215,-6.27486612288342,3.49935261455107e-10,8.96663773151504e-09
"ENSG00000121075.11",521.992326286946,-3.81700791654195,0.608437526758278,-6.27345906305083,3.53113801003561e-10,9.01248996570729e-09
"ENSG00000163661.4",320.755490078855,-3.28585208737927,0.52377412997579,-6.27341424352353,3.53215509890984e-10,9.01248996570729e-09
"ENSG00000109445.11",1270.01299540823,-0.945247587886303,0.150684206483587,-6.27303690243914,3.54072944294396e-10,9.02100343133488e-09
"ENSG00000260920.2",116.109222963287,1.4417932672147,0.229962389108097,6.26969163438706,3.61763817199995e-10,9.2033356331396e-09
"ENSG00000198853.12",2173.11909152266,-2.00671177922011,0.32035349440758,-6.26405459672312,3.7509404903209e-10,9.52838467032403e-09
"ENSG00000263155.6",893.474975913993,-2.64352081603443,0.422307219250129,-6.25971021932423,3.85693490886389e-10,9.78320912155564e-09
